productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,extNumber,extRarity,extCardType,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName
475425,Basic Grass Energy - 001,Basic Grass Energy 001,https://tcgplayer-cdn.tcgplayer.com/product/475425_200w.jpg,3,24382,https://cpt.tcgcsv.com/wbQ5,2026-02-10T00:21:21.2,1,001,Common,Basic Energy,0.01,0.13,2.5,0.11,0.01,Normal
475426,Basic Fire Energy - 002,Basic Fire Energy 002,https://tcgplayer-cdn.tcgplayer.com/product/475426_200w.jpg,3,24382,https://cpt.tcgcsv.com/xbQ5,2026-02-06T20:04:16.443,1,002,Common,Basic Energy,0.01,0.15,2.5,0.14,0.05,Normal
475427,Basic Water Energy - 003,Basic Water Energy 003,https://tcgplayer-cdn.tcgplayer.com/product/475427_200w.jpg,3,24382,https://cpt.tcgcsv.com/zbQ5,2026-02-10T00:22:16.483,1,003,Common,Basic Energy,0.01,0.18,2.5,0.17,0.05,Normal
475428,Basic Lightning Energy - 004,Basic Lightning Energy 004,https://tcgplayer-cdn.tcgplayer.com/product/475428_200w.jpg,3,24382,https://cpt.tcgcsv.com/BbQ5,2026-02-16T20:01:03.503,1,004,Common,Basic Energy,0.01,0.2,19.98,0.37,0.01,Normal
475429,Basic Psychic Energy - 005,Basic Psychic Energy 005,https://tcgplayer-cdn.tcgplayer.com/product/475429_200w.jpg,3,24382,https://cpt.tcgcsv.com/CbQ5,2026-04-13T21:07:25.793,1,005,Common,Basic Energy,0.01,0.15,2.5,0.16,0.05,Normal
475430,Basic Fighting Energy - 006,Basic Fighting Energy 006,https://tcgplayer-cdn.tcgplayer.com/product/475430_200w.jpg,3,24382,https://cpt.tcgcsv.com/DbQ5,2026-04-13T21:07:03.34,1,006,Common,Basic Energy,0.01,0.14,19.42,0.13,0.05,Normal
475430,Basic Fighting Energy - 006,Basic Fighting Energy 006,https://tcgplayer-cdn.tcgplayer.com/product/475430_200w.jpg,3,24382,https://cpt.tcgcsv.com/DbQ5,2026-04-13T21:07:03.34,1,006,Common,Basic Energy,0.15,0.36,19.98,0.33,0.25,Holofoil
475431,Basic Darkness Energy - 007,Basic Darkness Energy 007,https://tcgplayer-cdn.tcgplayer.com/product/475431_200w.jpg,3,24382,https://cpt.tcgcsv.com/FbQ5,2026-04-13T21:43:30.87,1,007,Common,Basic Energy,0.01,0.18,19.98,0.18,0.05,Normal
475432,Basic Metal Energy - 008,Basic Metal Energy 008,https://tcgplayer-cdn.tcgplayer.com/product/475432_200w.jpg,3,24382,https://cpt.tcgcsv.com/GbQ5,2026-02-10T00:17:44.197,1,008,Common,Basic Energy,0.01,0.14,6.0,0.11,0.01,Normal
517177,Basic Grass Energy (Cosmos Holo),Basic Grass Energy Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/517177_200w.jpg,3,24382,https://cpt.tcgcsv.com/zT86,2026-03-12T17:09:49.49,1,001,Common,Basic Energy,0.2,0.79,100.0,0.7,0.79,Holofoil
517178,Basic Fire Energy (Cosmos Holo),Basic Fire Energy Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/517178_200w.jpg,3,24382,https://cpt.tcgcsv.com/BT86,2026-02-09T22:49:31.773,1,002,Common,Basic Energy,0.25,0.79,100.0,0.68,0.78,Holofoil
517179,Basic Water Energy (Cosmos Holo),Basic Water Energy Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/517179_200w.jpg,3,24382,https://cpt.tcgcsv.com/CT86,2026-03-05T16:24:31.31,1,003,Common,Basic Energy,0.1,0.62,19.88,0.53,0.97,Holofoil
517180,Basic Lightning Energy (Cosmos Holo),Basic Lightning Energy Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/517180_200w.jpg,3,24382,https://cpt.tcgcsv.com/DT86,2026-02-09T23:02:56.327,1,004,Common,Basic Energy,0.2,0.58,19.42,0.47,0.48,Holofoil
517181,Basic Psychic Energy (Cosmos Holo),Basic Psychic Energy Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/517181_200w.jpg,3,24382,https://cpt.tcgcsv.com/FT86,2026-02-16T21:08:02.39,1,005,Common,Basic Energy,0.1,0.78,100.0,0.66,0.66,Holofoil
517182,Basic Fighting Energy (Cosmos Holo),Basic Fighting Energy Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/517182_200w.jpg,3,24382,https://cpt.tcgcsv.com/GT86,2026-02-09T22:41:10.953,1,006,Common,Basic Energy,0.1,0.56,19.98,0.47,0.5,Holofoil
517183,Basic Darkness Energy (Cosmos Holo),Basic Darkness Energy Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/517183_200w.jpg,3,24382,https://cpt.tcgcsv.com/HT86,2026-03-12T17:09:18.633,1,007,Common,Basic Energy,0.45,1.0,19.98,0.86,0.95,Holofoil
517184,Basic Metal Energy (Cosmos Holo),Basic Metal Energy Cosmos Holo,https://tcgplayer-cdn.tcgplayer.com/product/517184_200w.jpg,3,24382,https://cpt.tcgcsv.com/JT86,2026-02-09T23:04:35.52,1,008,Common,Basic Energy,0.1,0.5,19.98,0.44,0.45,Holofoil
578862,Basic Water Energy - 011,Basic Water Energy 011,https://tcgplayer-cdn.tcgplayer.com/product/578862_200w.jpg,3,24382,https://cpt.tcgcsv.com/gzF6,2026-03-27T19:57:04.897,1,011,Common,Basic Energy,0.01,0.23,19.98,0.18,0.22,Holofoil
578862,Basic Water Energy - 011,Basic Water Energy 011,https://tcgplayer-cdn.tcgplayer.com/product/578862_200w.jpg,3,24382,https://cpt.tcgcsv.com/gzF6,2026-03-27T19:57:04.897,1,011,Common,Basic Energy,0.01,0.1,19.52,0.05,0.04,Normal
578863,Basic Fire Energy - 010,Basic Fire Energy 010,https://tcgplayer-cdn.tcgplayer.com/product/578863_200w.jpg,3,24382,https://cpt.tcgcsv.com/hzF6,2026-03-11T11:08:48.95,1,010,Common,Basic Energy,0.01,0.12,19.98,0.09,0.03,Normal
578863,Basic Fire Energy - 010,Basic Fire Energy 010,https://tcgplayer-cdn.tcgplayer.com/product/578863_200w.jpg,3,24382,https://cpt.tcgcsv.com/hzF6,2026-03-11T11:08:48.95,1,010,Common,Basic Energy,0.02,0.23,19.98,0.19,0.08,Holofoil
578864,Basic Grass Energy - 009,Basic Grass Energy 009,https://tcgplayer-cdn.tcgplayer.com/product/578864_200w.jpg,3,24382,https://cpt.tcgcsv.com/jzF6,2026-04-13T21:27:53.85,1,009,Common,Basic Energy,0.01,0.24,19.98,0.18,0.1,Holofoil
578864,Basic Grass Energy - 009,Basic Grass Energy 009,https://tcgplayer-cdn.tcgplayer.com/product/578864_200w.jpg,3,24382,https://cpt.tcgcsv.com/jzF6,2026-04-13T21:27:53.85,1,009,Common,Basic Energy,0.01,0.12,19.98,0.11,0.04,Normal
578865,Basic Psychic Energy - 013,Basic Psychic Energy 013,https://tcgplayer-cdn.tcgplayer.com/product/578865_200w.jpg,3,24382,https://cpt.tcgcsv.com/kzF6,2026-04-13T21:42:59.6,1,013,Common,Basic Energy,0.01,0.11,19.98,0.11,0.04,Normal
578865,Basic Psychic Energy - 013,Basic Psychic Energy 013,https://tcgplayer-cdn.tcgplayer.com/product/578865_200w.jpg,3,24382,https://cpt.tcgcsv.com/kzF6,2026-04-13T21:42:59.6,1,013,Common,Basic Energy,0.01,0.24,19.98,0.2,0.2,Holofoil
578866,Basic Lightning Energy - 012,Basic Lightning Energy 012,https://tcgplayer-cdn.tcgplayer.com/product/578866_200w.jpg,3,24382,https://cpt.tcgcsv.com/lzF6,2026-04-13T21:27:25.313,1,012,Common,Basic Energy,0.01,0.27,19.98,0.21,0.12,Holofoil
578866,Basic Lightning Energy - 012,Basic Lightning Energy 012,https://tcgplayer-cdn.tcgplayer.com/product/578866_200w.jpg,3,24382,https://cpt.tcgcsv.com/lzF6,2026-04-13T21:27:25.313,1,012,Common,Basic Energy,0.01,0.12,2.5,0.12,0.04,Normal
578867,Basic Fighting Energy - 014,Basic Fighting Energy 014,https://tcgplayer-cdn.tcgplayer.com/product/578867_200w.jpg,3,24382,https://cpt.tcgcsv.com/mzF6,2026-04-13T21:06:32.617,1,014,Common,Basic Energy,0.01,0.22,19.98,0.2,0.15,Holofoil
578867,Basic Fighting Energy - 014,Basic Fighting Energy 014,https://tcgplayer-cdn.tcgplayer.com/product/578867_200w.jpg,3,24382,https://cpt.tcgcsv.com/mzF6,2026-04-13T21:06:32.617,1,014,Common,Basic Energy,0.01,0.13,19.98,0.14,0.04,Normal
578868,Basic Darkness Energy - 015,Basic Darkness Energy 015,https://tcgplayer-cdn.tcgplayer.com/product/578868_200w.jpg,3,24382,https://cpt.tcgcsv.com/nzF6,2026-03-11T11:09:34.97,1,015,Common,Basic Energy,0.01,0.13,3.5,0.13,0.05,Normal
578868,Basic Darkness Energy - 015,Basic Darkness Energy 015,https://tcgplayer-cdn.tcgplayer.com/product/578868_200w.jpg,3,24382,https://cpt.tcgcsv.com/nzF6,2026-03-11T11:09:34.97,1,015,Common,Basic Energy,0.01,0.25,19.98,0.17,0.2,Holofoil
578869,Basic Metal Energy - 016,Basic Metal Energy 016,https://tcgplayer-cdn.tcgplayer.com/product/578869_200w.jpg,3,24382,https://cpt.tcgcsv.com/pzF6,2026-04-13T21:37:37.423,1,016,Common,Basic Metal Energy,0.01,0.2,19.98,0.15,0.05,Holofoil
578869,Basic Metal Energy - 016,Basic Metal Energy 016,https://tcgplayer-cdn.tcgplayer.com/product/578869_200w.jpg,3,24382,https://cpt.tcgcsv.com/pzF6,2026-04-13T21:37:37.423,1,016,Common,Basic Metal Energy,0.01,0.09,19.98,0.09,0.02,Normal
599738,Basic Fire Energy (Cracked Ice Holo),Basic Fire Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599738_200w.jpg,3,24382,https://cpt.tcgcsv.com/NVP6,2025-08-08T20:10:34.603,1,010,Common,Basic Energy,1.45,2.07,34.1,1.81,2.0,Holofoil
599740,Basic Grass Energy (Cracked Ice Holo),Basic Grass Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599740_200w.jpg,3,24382,https://cpt.tcgcsv.com/QVP6,2025-12-11T02:13:26.597,1,009,Common,Basic Energy,1.29,2.89,28.1,2.89,3.21,Holofoil
599741,Basic Lightning Energy (Cracked Ice Holo),Basic Lightning Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599741_200w.jpg,3,24382,https://cpt.tcgcsv.com/RVP6,2025-08-08T20:10:11.123,1,012,Common,Basic Energy,0.65,1.3,26.0,1.16,,Holofoil
599742,Basic Metal Energy (Cracked Ice Holo),Basic Metal Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599742_200w.jpg,3,24382,https://cpt.tcgcsv.com/SVP6,2025-08-08T20:10:00.273,1,016,Common,Basic Energy,0.56,1.5,25.2,1.26,1.39,Holofoil
599743,Basic Psychic Energy (Cracked Ice Holo),Basic Psychic Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599743_200w.jpg,3,24382,https://cpt.tcgcsv.com/TVP6,2026-03-12T17:10:10.707,1,013,Common,Basic Energy,0.91,2.17,32.4,2.17,1.66,Holofoil
599745,Basic Water Energy (Cracked Ice Holo),Basic Water Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599745_200w.jpg,3,24382,https://cpt.tcgcsv.com/WVP6,2025-08-08T20:03:52.877,1,011,Common,Basic Energy,1.25,2.16,30.7,1.9,,Holofoil
599746,Basic Fighting Energy (Cracked Ice Holo),Basic Fighting Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599746_200w.jpg,3,24382,https://cpt.tcgcsv.com/XVP6,2026-02-09T22:41:25.493,1,014,Common,Basic Energy,1.0,2.1,30.4,1.92,9.99,Holofoil
599747,Basic Darkness Energy (Cracked Ice Holo),Basic Darkness Energy Cracked Ice Holo,https://tcgplayer-cdn.tcgplayer.com/product/599747_200w.jpg,3,24382,https://cpt.tcgcsv.com/ZVP6,2026-03-05T16:23:50.61,1,015,Common,Basic Energy,2.0,4.47,65.0,4.44,9.99,Holofoil
645286,Basic Grass Energy - 017,Basic Grass Energy 017,https://tcgplayer-cdn.tcgplayer.com/product/645286_200w.jpg,3,24382,https://cpt.tcgcsv.com/L7b7,2026-04-13T21:44:02.5,1,017,Common,Basic Grass Energy,0.01,0.25,19.98,0.21,0.2,Reverse Holofoil
645286,Basic Grass Energy - 017,Basic Grass Energy 017,https://tcgplayer-cdn.tcgplayer.com/product/645286_200w.jpg,3,24382,https://cpt.tcgcsv.com/L7b7,2026-04-13T21:44:02.5,1,017,Common,Basic Grass Energy,0.01,0.15,19.98,0.15,0.1,Normal
